"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000211448",3833.21702057945,3.27949252622357,0.0785741123384371,41.7375701566698,0,0
"ENSG00000211459",40686.6950234928,2.11019444263602,0.0466953398985209,45.1906859918342,0,0
"ENSG00000129038",2123.90736692087,3.71617466119552,0.0994579648961886,37.3642740938281,1.48697330172326e-305,1.13222395688357e-302
"ENSG00000137575",5872.20304713674,-2.82986056153692,0.0758803707324254,-37.2937102734483,2.07533282519819e-304,1.52572744252501e-301
"ENSG00000122861",13100.4283429344,1.98840061550858,0.0535986318986059,37.0979733077906,3.02896880614018e-301,2.15258716489695e-298
"ENSG00000128510",15830.9086771577,-2.29006079549532,0.0618492055178466,-37.0265191981249,4.28796431274133e-300,2.94901287573049e-297
"ENSG00000083857",20233.9284099881,2.13637468063488,0.0579533137448273,36.8637191316013,1.76319021720523e-297,1.17472548221298e-294
"ENSG00000166482",1654.99145018199,5.1078252408096,0.138846487978317,36.7875724851409,2.9175781003427e-296,1.88493227573656e-293
"ENSG00000182481",6524.03873053201,-2.20147840752953,0.0609192191280164,-36.1376662248955,5.81235118870709e-286,3.64468609833044e-283
"ENSG00000161011",15046.1202536119,-1.84500224923321,0.0511789924046788,-36.0499916576033,1.37954147148201e-284,8.40337833485615e-282
"ENSG00000115310",7535.7367129507,2.23983594512246,0.0622752155919108,35.9667312884165,2.77193117679426e-283,1.64159924136816e-280
"ENSG00000035862",10248.6058497805,2.27251835111305,0.063325984755649,35.8860325643864,5.04508801110293e-282,2.90706152423553e-279
"ENSG00000165410",2963.06327023544,-2.99984786900714,0.0838264100946032,-35.7864289502751,1.79577756764271e-280,1.00752573005638e-277
"ENSG00000186480",7474.89325035316,-2.14654104165673,0.0600189267936217,-35.7644022699327,3.95138635021242e-280,2.16009120478279e-277
"ENSG00000113013",14185.162954447,-1.93860367117318,0.0542607615273719,-35.727542640463,1.47711999989815e-279,7.87304959945711e-277
"ENSG00000183160",1590.25378674723,5.77343263400049,0.162324967914448,35.5671262910295,4.51692913646968e-277,2.34880315096423e-274
"ENSG00000160213",7930.632011595,-2.03334211687138,0.0573187341264823,-35.4743025619602,1.22438228321984e-275,6.21519768529689e-273
"ENSG00000152332",4345.81624961132,-2.56751249714601,0.0729235875342968,-35.2082581776229,1.49475327209979e-271,7.4111952932948e-269
"ENSG00000139182",2277.12007120108,3.15003846161592,0.0899194119736175,35.0317956098305,7.38298147633e-269,3.57739011534899e-266
"ENSG00000140575",10388.7743955446,-2.05724953724567,0.0587471715246471,-35.0186993493392,1.16843532523013e-268,5.53578691864588e-266
"ENSG00000115884",2305.35824392665,3.18593509618333,0.091157086116737,34.9499444519692,1.29743080075581e-267,6.01330971132911e-265
"ENSG00000084636",2902.03665479138,2.84800117978331,0.081623977093857,34.891722765585,9.92642456788e-267,4.50279514440854e-264
"ENSG00000180398",6989.16902801952,2.2009489739223,0.0634034611645823,34.7133884096499,4.94833999095561e-264,2.19788767931612e-261
"ENSG00000142408",1834.11990145832,3.7172958530495,0.107410113680247,34.6084342124024,1.88648085388699e-262,8.20811669487157e-260
"ENSG00000001461",2927.90857734004,-2.77465864079406,0.080291010404246,-34.5575255165468,1.09874876342389e-261,4.68506472723947e-259
"ENSG00000221866",1402.1257406307,4.33108429961734,0.12750385403843,33.9682618402417,6.5570416844164e-253,2.74110056297564e-250
"ENSG00000163291",3327.66078143997,-2.71356800457635,0.0800319197507618,-33.9060716402535,5.42133976621758e-252,2.22274930414921e-249
"ENSG00000135318",14078.5695190084,-1.81110033136174,0.0534601699292894,-33.8775640585737,1.4258545573212e-251,5.73570172869586e-249
"ENSG00000135862",11434.5372868984,-1.96160518713379,0.058455881756137,-33.5570198960834,7.11213376914062e-247,2.80797577700145e-244
"ENSG00000182752",4464.01692565181,2.2435683502249,0.0670235210244478,33.474343274304,1.13889430495386e-245,4.41476846938479e-243
"ENSG00000138356",2463.51529054024,-2.87307070774006,0.086145983146144,-33.3511860078952,7.00186759066517e-244,2.6657110184461e-241
"ENSG00000250644",1997.41555376537,3.2143569591827,0.0965927987117862,33.2773975084178,8.19901780096789e-243,3.06672034239711e-240
"ENSG00000121753",1413.97182476871,4.05134375007569,0.121878103750092,33.2409483362399,2.75879098541466e-242,1.01409351394897e-239
"ENSG00000172939",2951.05344136737,-2.6335298340812,0.0794604970807761,-33.1426297447405,7.23213416664938e-241,2.61337458360957e-238
"ENSG00000114346",2504.11765713921,-3.02996874977693,0.0914392000184064,-33.1364310839007,8.88302002767962e-241,3.15643311650216e-238
"ENSG00000160710",2990.64723826191,2.63489905463199,0.0798640546025833,32.9923025789723,1.04734162491688e-238,3.66054482675866e-236
"ENSG00000166311",2297.24873500919,2.88260224831465,0.0880988895864113,32.7200747006835,8.0941422042521e-235,2.78334051281701e-232
"ENSG00000157150",1403.57129228926,3.98640458584291,0.122130868817605,32.6404341870062,1.09535126357124e-233,3.70680776814903e-231
"ENSG00000065150",10450.4152038209,-1.92577705565266,0.0592588945538189,-32.4976878180485,1.14957783770891e-231,3.82953117186782e-229
"ENSG00000100292",3284.31297851516,-2.81057769298893,0.0868929208530072,-32.3453011522475,1.61529777121731e-229,5.29817668959279e-227
"ENSG00000159167",26748.6226981423,-2.18810522347894,0.0677760839517803,-32.284326504253,1.16090737804452e-228,3.75008262119835e-226
"ENSG00000180667",2046.82416385078,-3.37858611323067,0.104688035189025,-32.2728963928905,1.67951233869925e-228,5.34435866583106e-226
"ENSG00000143322",2498.7740610677,-2.9399662176825,0.091156786425774,-32.2517536319297,3.32434342453904e-228,1.04227943839959e-225
"ENSG00000175592",5565.68241983928,-2.08904762770707,0.0648110374866904,-32.2328990356941,6.10905374413871e-228,1.88760906992808e-225
"ENSG00000138678",1733.23952993555,-3.37024675459807,0.105509244830008,-31.9426677731233,6.83008351205681e-224,2.0802482925293e-221
"ENSG00000164054",2270.31316898291,2.84381058290621,0.0891088599018191,31.9138925808225,1.71325264419517e-223,5.14458399637196e-221
"ENSG00000135472",1706.52328226719,7.0165496453112,0.220291096211867,31.8512630150198,1.2643537760075e-222,3.74389201451109e-220
"ENSG00000026025",89189.4750935682,-1.66779070355982,0.0526158647781925,-31.6974872615049,1.6826156559882e-220,4.91415969666691e-218
"ENSG00000185585",1840.10293315803,3.77681787944479,0.119220178963923,31.6793508638137,2.99107989764057e-220,8.61754370509419e-218
"ENSG00000123989",1873.00000496987,3.20363192054843,0.101213065447083,31.6523554187119,7.03796530893204e-220,1.97433447876883e-217
"ENSG00000142871",2849.12873537983,-2.56530987829093,0.0810462050398842,-31.6524367430714,7.01985410283894e-220,1.97433447876883e-217
"ENSG00000065978",18445.9635179582,-1.65724276338553,0.052921593853642,-31.3150576675514,2.91091964251819e-215,8.05984503616726e-213
"ENSG00000198087",2717.76584351575,-2.69485382927027,0.0860917832247688,-31.3021025738837,4.36879660616603e-215,1.19413773901871e-212
"ENSG00000143320",1557.84731965144,3.38438977111379,0.108427642119297,31.2133484134068,7.02158753416992e-214,1.89493982567725e-211
"ENSG00000131791",2446.94175962941,-2.72369604135943,0.0875502889563372,-31.110074836164,1.75998962317965e-212,4.69037234577377e-210
"ENSG00000105974",8892.72250090295,1.81804122525536,0.0584566772200043,31.1006596973188,2.3595509550202e-212,6.2105711556828e-210
"ENSG00000110422",2943.48883796313,-2.50493018416315,0.0814257748970759,-30.7633570245963,8.10484578182159e-208,2.10725990327361e-205
"ENSG00000117298",12531.1349340973,1.7258858191453,0.0561245297202922,30.751007228864,1.18545021677838e-207,3.04503597851988e-205
"ENSG00000159403",1907.88666129651,3.50876798420151,0.114122388809167,30.7456584182513,1.39760943346746e-207,3.54726584780074e-205
"ENSG00000164032",7013.78338669068,-1.97700375707915,0.0644224152608446,-30.6881346977494,8.19547489456792e-207,2.05561793826104e-204
"ENSG00000155380",2593.30369354156,-2.52847129616992,0.08239570178651,-30.6869319800355,8.50394105320132e-207,2.10818631690991e-204
"ENSG00000024526",1938.31593711037,-3.04796901312409,0.0993709851725973,-30.672625493549,1.31960148688071e-206,3.23378203451686e-204
"ENSG00000087074",1673.31049241789,-3.19366053935356,0.104172915883513,-30.6573019701661,2.11218662610364e-206,5.11725214415108e-204
"ENSG00000197632",1191.66933838118,-4.91909263471014,0.160568836559695,-30.6354130733291,4.13402460574296e-206,9.9030791679146e-204
"ENSG00000169851",2045.42533379743,3.23711164786655,0.105769586967681,30.6053161468398,1.04000550159806e-205,2.46365747711897e-203
"ENSG00000162413",3971.69881086933,-2.49062140266189,0.0814639511329616,-30.5732949117188,2.77257899895646e-205,6.49575651184086e-203
"ENSG00000076706",1865.52195299906,2.99697094990133,0.0980914424367607,30.5528278048665,5.18610854898491e-205,1.20182428548216e-202
"ENSG00000113739",4935.51532922402,-2.26636118263868,0.0745033742242743,-30.4195777202834,3.02667304919138e-203,6.93856660309251e-201
"ENSG00000185088",3036.2024915709,-2.43885808939594,0.0802008820736033,-30.4093674076765,4.13025962901129e-203,9.3677803500554e-201
"ENSG00000275215",1070.37754107141,4.44922937511018,0.14707616280851,30.2511929203849,5.03216546178009e-201,1.09475273107298e-198
"ENSG00000277739",1070.37754107141,4.44922937511018,0.14707616280851,30.2511929203849,5.03216546178009e-201,1.09475273107298e-198
"ENSG00000278189",1070.37754107141,4.44922937511018,0.14707616280851,30.2511929203849,5.03216546178009e-201,1.09475273107298e-198
"ENSG00000278233",1070.37754107141,4.44922937511018,0.14707616280851,30.2511929203849,5.03216546178009e-201,1.09475273107298e-198
"ENSG00000116954",2654.68615352596,-2.52857340797709,0.0840331232224906,-30.0901990906883,6.50974679570976e-199,1.40189698671244e-196
"ENSG00000196562",1236.90961397249,3.87260744823696,0.128709047800345,30.0880747268382,6.9399271876365e-199,1.4795924764041e-196
"ENSG00000241978",7964.71525156424,-1.89323105738704,0.0634502872530585,-29.8380218490781,1.25561349807057e-195,2.65046334444204e-193
"ENSG00000141696",1536.70761549853,3.4322411318021,0.115955604424169,29.5996139974991,1.51145482301692e-192,3.15923694379615e-190
"ENSG00000064393",18979.1563264829,-1.71642475823894,0.0581243720936292,-29.5302073194708,1.17919505756031e-191,2.44081928419279e-189
"ENSG00000153395",1387.61961307868,3.37149531253955,0.114469412207842,29.4532421151768,1.14417898102897e-190,2.34556691110939e-188
"ENSG00000168477",3304.06753527846,2.79903666093034,0.0951782009448457,29.4083795779281,4.29112536080846e-190,8.71302787547013e-188
"ENSG00000116717",3827.52325973568,-2.27428261490171,0.0775822321617567,-29.3144777036049,6.78183607342195e-189,1.36404476495619e-186
"ENSG00000082153",6742.92430763423,-1.92760609642458,0.0657744599959352,-29.3063005997116,8.62099327555244e-189,1.71775305266148e-186
"ENSG00000128272",4678.61628019471,-2.02346126431296,0.0691390529839505,-29.2665458519178,2.76556203747964e-188,5.45942431843204e-186
"ENSG00000168280",2801.41895374909,2.34402273277203,0.0801304354721554,29.2525894681623,4.16234041194933e-188,8.14138509933575e-186
"ENSG00000281181",122190.236820822,5.21492276219356,0.17851506302875,29.2127883984428,1.33421495569238e-187,2.58595116866924e-185
"ENSG00000088367",3763.50561091161,2.39232153960502,0.0818958763498225,29.2117460149775,1.3755161671455e-187,2.6419824039227e-185
"ENSG00000153071",3342.60598716479,-2.25001944940625,0.0770607935029175,-29.1979792463604,2.05722076475301e-187,3.91606667004769e-185
"ENSG00000171017",1873.77772470849,-2.82934579919217,0.0970391211830199,-29.1567541492457,6.85929946694666e-187,1.29416163394073e-184
"ENSG00000074181",2642.96716000358,2.42674099148654,0.0834086993554556,29.0945789856369,4.20402763737852e-186,7.86226923060614e-184
"ENSG00000175197",1372.62039013691,-3.33061640092853,0.114691141758992,-29.0398748311998,2.06562648522542e-185,3.82949188391357e-183
"ENSG00000114850",5680.14520547996,-1.90887147801444,0.0657699368752113,-29.023465259458,3.32807724107756e-185,6.1167764465322e-183
"ENSG00000128482",955.427679831835,4.77930201670101,0.164701872810532,29.0178972172281,3.91249204449299e-185,7.12942994774279e-183
"ENSG00000137809",1050.53728501389,4.5315339041713,0.156225794131498,29.0063105735089,5.47792217146583e-185,9.89739836403827e-183
"ENSG00000087586",2146.04283709805,-2.64229367936158,0.0913026004183672,-28.9399608253659,3.7538637680105e-184,6.72540970873814e-182
"ENSG00000172667",3671.0244974566,2.08315693742652,0.0720442630938075,28.9149593315165,7.74368437578376e-184,1.37579459076425e-181
"ENSG00000133243",1365.87252647519,3.28417996594122,0.114120195604743,28.7782539149865,4.01453896597565e-182,7.07355130203314e-180
"ENSG00000114738",4746.31892758238,-1.91942790637002,0.0667198546137101,-28.7684665604113,5.32214771871798e-182,9.30067125926782e-180
"ENSG00000168000",1036.98055397294,4.16432517192182,0.14494783139462,28.7298204592276,1.61878385993492e-181,2.80589202388719e-179
"ENSG00000011028",5158.66670520213,2.17149230177459,0.0757431386675158,28.6691618538101,9.25028859557071e-181,1.57772922286054e-178
"ENSG00000105808",1456.5267024452,3.61488494862365,0.126089331513729,28.6692371608778,9.23031464028114e-181,1.57772922286054e-178
"ENSG00000111371",10475.5027635091,-1.61189720667161,0.0563049788865966,-28.6279692941209,3.01503602965031e-180,5.10163239302735e-178
"ENSG00000089597",7622.84413295493,1.94854414403211,0.0681299230062136,28.6004160588058,6.63916331380513e-180,1.11454300669548e-177
"ENSG00000176871",7838.36219915743,-1.80048649841697,0.0630430457579711,-28.5596369396432,2.13249473074732e-179,3.55193653590101e-177
"ENSG00000151348",2840.64662355665,2.38950245374161,0.0837155694228555,28.5431069777714,3.42062458850096e-179,5.65331133541399e-177
"ENSG00000138180",1391.4794410564,-3.5506360114667,0.124660000850326,-28.4825604624356,1.92650809178634e-178,3.15947327052959e-176
"ENSG00000164163",3328.89812284809,-2.17456556806663,0.076371866195401,-28.4733852450705,2.50257968323469e-178,4.0729006753102e-176
"ENSG00000134531",8401.09707265631,-1.90199400983828,0.0668018043144503,-28.472195165346,2.58894034316472e-178,4.18153091789938e-176
"ENSG00000003056",4590.49538236649,-1.96590269481052,0.069102312265107,-28.4491593749924,4.99116952922259e-178,8.00088228293425e-176
"ENSG00000148730",1685.01695920695,2.82319161572361,0.0992413970503823,28.4477214109586,5.19984341780173e-178,8.2731837065323e-176
"ENSG00000168453",1361.94718111425,7.26437335351854,0.256195615128196,28.3547919033805,7.30546119096902e-177,1.1537217228997e-174
"ENSG00000221890",5658.42861045864,1.7569740672284,0.0619819752646731,28.3465323543794,9.235700603631e-177,1.44783188874568e-174
"ENSG00000275216",1691.941125874,-2.87412424230207,0.101617936855327,-28.2836311309286,5.49457165583643e-176,8.55067647463013e-174
"ENSG00000138758",4700.98166008217,1.89797851930306,0.0671218377563746,28.2766173088401,6.70169037374746e-176,1.03536259977026e-173
"ENSG00000105855",1185.69261398335,3.4954069706768,0.124033339436537,28.1811889170754,9.94416168540595e-175,1.52524839663924e-172
"ENSG00000259207",6255.5340635106,-1.69357642082935,0.0601423401651222,-28.1594699537729,1.83491824645578e-174,2.79431835817409e-172
"ENSG00000072274",16391.3837261476,-1.46766352878197,0.0521819426388711,-28.1258890443969,4.72679291388323e-174,7.14717907262343e-172
"ENSG00000139278",5871.13252978898,-1.80770602321302,0.0642840717480398,-28.1205899697563,5.48744105568986e-174,8.23889037375407e-172
"ENSG00000197565",1503.08036912964,3.31986285781157,0.118093361323489,28.112188700579,6.95161108802708e-174,1.0364220167604e-171
"ENSG00000105647",3744.48055249659,2.18219256169343,0.0777829390370324,28.0548998110562,3.48092554810613e-173,5.1537036587238e-171
"ENSG00000137331",5532.2753743101,-1.85304297721708,0.0662090757343068,-27.9877487589955,2.2904880011287e-172,3.36780718510786e-170
"ENSG00000162804",892.964348091555,4.45149018163093,0.159263095435107,27.9505441575743,6.49266231260307e-172,9.48106578799298e-170
"ENSG00000048052",1542.86710530447,-2.9168494976682,0.104461136589558,-27.9228198437943,1.41001843723658e-171,2.04500633210095e-169
"ENSG00000092964",4357.72326507618,2.02724596617262,0.0728681342255685,27.8207475423638,2.43417438799181e-170,3.50652688864767e-168
"ENSG00000196230",14094.8422992313,-1.41772005985566,0.050981997050942,-27.8082488302498,3.44767899470258e-170,4.9331890045006e-168
"ENSG00000156642",3185.09536954821,2.21146062123867,0.0796246036474215,27.7735840423274,9.04589991616633e-170,1.28572390808444e-167
"ENSG00000184564",965.234518455719,5.26310025089786,0.189530661874897,27.7691229420803,1.02406246826361e-169,1.44589482274041e-167
"ENSG00000109472",1274.80877492191,3.68734218213618,0.132865082689707,27.752529915987,1.62419095627906e-169,2.27814152551773e-167
"ENSG00000136997",1351.19976909367,-3.36833623205093,0.121925241000364,-27.6262421498176,5.386008079312e-168,7.50520864385175e-166
"ENSG00000170421",1427.56263626338,2.94364357806263,0.106696532869935,27.5889337627398,1.51068295699841e-167,2.09141302877962e-165
"ENSG00000070413",1559.77028027603,2.83689214893917,0.102871104618542,27.5771525877815,2.09164010324303e-167,2.87701722588009e-165
"ENSG00000150551",1484.39718116961,2.87360195567457,0.104543816600634,27.4870580500419,2.5070818702575e-166,3.42634522268525e-164
"ENSG00000117632",2576.56633947925,-2.60368586945794,0.0948477511967314,-27.4512135143555,6.71967210511921e-166,9.12505791599628e-164
"ENSG00000136378",2088.16091686943,3.10385174705703,0.113076681496248,27.4490876985987,7.12400851527193e-166,9.61290262946819e-164
"ENSG00000180628",2340.99764041562,-2.37333105292503,0.0864917016572485,-27.439985657007,9.14861637857095e-166,1.22672013327756e-163
"ENSG00000179222",3761.46640690565,2.14450672809491,0.0781744245492537,27.4323314876947,1.12895994599277e-165,1.50433912803537e-163
"ENSG00000069431",947.102118859319,-5.57345940079668,0.203882221410535,-27.3366621289358,1.55589862185682e-164,2.06035767813586e-162
"ENSG00000139793",1638.62307564012,2.76743104639631,0.10130602262206,27.3175372477183,2.62578210031354e-164,3.45565891226448e-162
"ENSG00000260032",11460.104737991,1.90344825183172,0.0696807275394295,27.3167103594697,2.68584984222053e-164,3.51302568319888e-162
"ENSG00000072062",1816.5279251534,2.58792461821944,0.095161551970084,27.1950652825944,7.4291229941904e-163,9.65785989244752e-161
"ENSG00000142945",1180.77334420765,-3.31301635449349,0.122201273142808,-27.1111443382575,7.27627643507059e-162,9.40183112701243e-160
"ENSG00000055208",2767.48692274251,-2.68247228462026,0.0990215380212649,-27.0897861033444,1.29905651548039e-161,1.66842680180975e-159
"ENSG00000149968",1246.83931806318,-3.85808697673824,0.142695920953903,-27.0371216706648,5.413308036688e-161,6.91088187677773e-159
"ENSG00000160991",2312.9648373841,2.65702026531262,0.0983196808288539,27.0242970981336,7.65983789327977e-161,9.72069904075742e-159
"ENSG00000136859",2285.15911084916,2.38603272442289,0.0885088945942906,26.9581123497254,4.58255738235279e-160,5.78107239004506e-158
"ENSG00000154734",1104.79425035393,-3.51128115683708,0.130407932686179,-26.9253647727613,1.10866984256763e-159,1.39040241432599e-157
"ENSG00000132341",8006.37927055436,-1.53052914165687,0.0568710200247835,-26.9122857474666,1.57730467815399e-159,1.96655764551129e-157
"ENSG00000132563",882.763113724461,4.05823287170091,0.150816981461881,26.9083284412944,1.75480276649193e-159,2.17513924311674e-157
"ENSG00000197780",2332.79466585034,-2.42730469308424,0.0906474331998393,-26.777423335673,5.92099293464075e-158,7.29685372060929e-156
"ENSG00000112306",8134.04805670005,-1.53237214947093,0.0574321515375243,-26.6814338040205,7.73105684454334e-157,9.47276620262437e-155
"ENSG00000114480",6047.60046960128,-1.6657248390668,0.0625629463959416,-26.6247824794718,3.50683500764085e-156,4.27232699216588e-154
"ENSG00000104635",6451.74580968293,-1.93311713538175,0.0728835242774586,-26.5233762300326,5.21068750918531e-155,6.3120373690813e-153
"ENSG00000039560",3325.82098175364,-2.00608297132122,0.0757823741910661,-26.4716300160165,2.05694018076101e-154,2.47762512168501e-152
"ENSG00000060138",5654.82578021644,-1.66581884620885,0.0630518181427159,-26.4198384008264,8.10790628110079e-154,9.71126752320611e-152
"ENSG00000107331",1925.00530890763,2.58268384807144,0.0979463054644706,26.3683641340438,3.16077182733995e-153,3.76467348373675e-151
"ENSG00000175727",2503.42108715773,2.31548632770884,0.0879168195216346,26.3372394532431,7.18658785313065e-153,8.51211405715252e-151
"ENSG00000102181",1471.90829610494,2.81024292063932,0.106863374786171,26.2975310882938,2.04655161417925e-152,2.41063427703324e-150
"ENSG00000177706",2543.2317582407,2.47946418805159,0.094315158174371,26.2891377806686,2.55272797879406e-152,2.99033848944447e-150
"ENSG00000149177",4132.72870289092,1.91722821046507,0.0730730596676578,26.2371415564748,1.00213798911718e-151,1.16751813814088e-149
"ENSG00000182326",1850.02837794856,2.66397985266479,0.101577363899831,26.2261172212723,1.33875628601724e-151,1.55121108792867e-149
"ENSG00000113721",2048.90473161628,2.42707600678808,0.0926263157129914,26.2028775311385,2.46413736600767e-151,2.83975181855587e-149
"ENSG00000100664",9122.70808404026,-1.47071257249192,0.0562051960560912,-26.1668435605881,6.33923716167484e-151,7.26626539176923e-149
"ENSG00000144136",13897.472759129,-1.38806763871785,0.0530559037496141,-26.1623597115325,7.12954514469871e-151,8.12844398315383e-149
"ENSG00000156113",6420.38301920914,-1.55968331162674,0.0596370148949918,-26.1529406589684,9.12471588236513e-151,1.03478160963843e-148
"ENSG00000166851",1450.43793389892,-3.17716530108873,0.121500170329326,-26.1494719923192,9.99244026706742e-151,1.12718955816866e-148
"ENSG00000198018",1077.76917170576,-3.37164464155901,0.129044034345681,-26.127861382008,1.75934335543545e-150,1.97416843883599e-148
"ENSG00000164924",16690.4616063624,-1.37051174436527,0.0525702535375647,-26.0700995742004,7.96193190933517e-150,8.88735017314271e-148
"ENSG00000175745",2868.20180023315,2.49414847763376,0.0956889592870764,26.065164635672,9.05667988560276e-150,1.00566882896381e-147
"ENSG00000033100",5642.24824986238,1.63407145120089,0.0627401125002056,26.0450832184201,1.5294524424292e-149,1.68952984832076e-147
"ENSG00000204628",12680.9017161535,-1.33075279193476,0.0512101005264692,-25.986139028314,7.10385785824865e-149,7.80692007927119e-147
"ENSG00000145386",1686.99063044906,-2.86997283968971,0.110721842739404,-25.9205660661241,3.90559536361185e-148,4.27011759754895e-146
"ENSG00000242252",783.942414584582,5.6564341252572,0.21872364918131,25.8610998235876,1.82530244686238e-147,1.98548204934214e-145
"ENSG00000119383",2377.34896845406,2.15007725134011,0.0831551025636015,25.8562275200805,2.07077889950402e-147,2.24106630139217e-145
"ENSG00000106976",1767.97156638441,2.52288091003946,0.0980198157104278,25.7384784061685,4.33840147356795e-146,4.67145047557923e-144
"ENSG00000088325",2790.90537920654,-2.35265133167191,0.0917126145071714,-25.652428995882,3.97227212537597e-145,4.25572068909626e-143
"ENSG00000172432",4088.71967491556,-1.76082253635651,0.0687156068286657,-25.6247833297451,8.07852759591117e-145,8.61171041724131e-143
"ENSG00000119927",2103.72161358008,2.45318000532856,0.0958779908569152,25.5864769735277,2.15755235181544e-144,2.28850826570672e-142
"ENSG00000136158",3499.53578921593,-2.06554395014935,0.0807355285009109,-25.5840766574785,2.29442138319205e-144,2.42163682622052e-142
"ENSG00000109099",1805.27886862631,-2.4266405408895,0.0949668762063378,-25.5524940676901,5.15117494985687e-144,5.41000245965263e-142
"ENSG00000148634",5021.38573409643,-1.73711123513233,0.0679839574699743,-25.5517816228857,5.24595403424853e-144,5.48253627500876e-142
"ENSG00000128595",45299.7296914891,-1.39911322234658,0.0547848127451879,-25.5383408692854,7.39886456642219e-144,7.69481914907908e-142
"ENSG00000133818",1699.76912672379,-2.5618203683268,0.100472771563372,-25.4976580068856,2.09274403490122e-143,2.16588848660651e-141
"ENSG00000168003",4775.31770246387,-1.94696409090756,0.0763791837001081,-25.4907685129502,2.49524714437189e-143,2.56998401536274e-141
"ENSG00000163565",3280.27337023022,-1.93296826690214,0.0759214471045859,-25.4601083174741,5.4557469600988e-143,5.59214063410127e-141
"ENSG00000106688",3424.21813144004,2.43836238727369,0.0962602671181889,25.3309331074248,1.4579654997152e-141,1.48726432793914e-139
"ENSG00000143126",832.641742167935,4.00062619775188,0.158173130844749,25.2927041172283,3.84276776794469e-141,3.90132422917052e-139
"ENSG00000167703",772.105984047494,5.9970998176828,0.23719828658941,25.2830655057124,4.90528379703881e-141,4.95642893615485e-139
"ENSG00000134109",2282.38093619372,2.39539402539314,0.094769112789198,25.2761047866027,5.85064280164078e-141,5.88375964768781e-139
"ENSG00000106333",1359.42472057887,3.14282705334502,0.124492127547005,25.2451871075814,1.2791389116025e-140,1.28033998100306e-138
"ENSG00000139926",2557.93781985386,-2.1502849399641,0.0851876701069026,-25.2417390599566,1.39565516240589e-140,1.3904377599296e-138
"ENSG00000124762",8920.18993613537,-1.40043342082933,0.0555629862166812,-25.2044304344622,3.58184170417961e-140,3.55185419223764e-138
"ENSG00000124098",1225.08678317857,2.92062506718342,0.116087340153985,25.1588593838857,1.13048875048141e-139,1.11583426667887e-137
"ENSG00000111077",1281.57991702982,3.13624958070253,0.124741471731817,25.1419959790533,1.72882208995379e-139,1.69854778607441e-137
"ENSG00000105426",869.632737476046,3.57934905324897,0.142451814052146,25.1267355004599,2.53858795409024e-139,2.48269243950476e-137
"ENSG00000166592",2988.90815438708,-2.12083208845772,0.0844192391400369,-25.1226155324573,2.81590676163115e-139,2.74133023552402e-137
"ENSG00000131389",3781.13884083487,1.74386890019424,0.069510914725182,25.0876989187783,6.77512515417525e-139,6.56571219486437e-137
